"","Length","ACUK","WGGA","GAC","GACR","GACARG","QFM","ACUK.freq","WGGA.freq","GAC.freq","GACR.freq","GACARG.freq","QFM.freq"
"Pcdh10",3174,21,52,71,31,0,2,6.62,16.38,22.37,9.77,0,0.63
"Pcdh17",3474,33,43,73,37,3,1,9.5,12.38,21.01,10.65,0.86,0.29
"Pcdh19",3438,28,42,77,37,3,0,8.14,12.22,22.4,10.76,0.87,0
"Pcdh7",3768,28,45,88,45,4,1,7.43,11.94,23.35,11.94,1.06,0.27
"Pcdh9",3714,25,53,73,42,4,0,6.73,14.27,19.66,11.31,1.08,0
"Pcdhac2",3021,29,50,68,29,3,3,9.6,16.55,22.51,9.6,0.99,0.99
"Pcdhgc5",2835,26,30,49,14,0,0,9.17,10.58,17.28,4.94,0,0
"Pcgf3",726,5,21,16,10,0,2,6.89,28.93,22.04,13.77,0,2.75
"Pcif1",2121,21,41,25,10,0,1,9.9,19.33,11.79,4.71,0,0.47
"Pclo",15207,136,222,225,111,13,5,8.94,14.6,14.8,7.3,0.85,0.33
"Pcmt1",861,3,15,13,6,1,1,3.48,17.42,15.1,6.97,1.16,1.16
"Pcnx",7035,61,90,121,56,7,3,8.67,12.79,17.2,7.96,1,0.43
"Pcnx2",6369,39,103,100,37,2,4,6.12,16.17,15.7,5.81,0.31,0.63
"Pcnx3",6087,48,71,103,40,1,4,7.89,11.66,16.92,6.57,0.16,0.66
"Pcnx4",3534,53,55,46,13,2,2,15,15.56,13.02,3.68,0.57,0.57
"Pcsk1n",777,4,12,14,7,1,0,5.15,15.44,18.02,9.01,1.29,0
"Pcsk2",1914,16,41,45,18,1,2,8.36,21.42,23.51,9.4,0.52,1.04
"Pcyox1",1518,9,23,29,15,2,1,5.93,15.15,19.1,9.88,1.32,0.66
"Pdcd6",576,5,9,19,12,4,0,8.68,15.62,32.99,20.83,6.94,0
"Pde10a",2391,24,36,42,20,2,2,10.04,15.06,17.57,8.36,0.84,0.84
"Pde1a",1638,18,25,29,17,1,1,10.99,15.26,17.7,10.38,0.61,0.61
"Pde1b",1608,12,29,26,10,4,0,7.46,18.03,16.17,6.22,2.49,0
"Pde2a",2886,26,48,62,24,3,2,9.01,16.63,21.48,8.32,1.04,0.69
"Pde4a",2535,14,55,59,29,3,4,5.52,21.7,23.27,11.44,1.18,1.58
"Pde4b",2211,24,43,52,22,4,0,10.85,19.45,23.52,9.95,1.81,0
"Pde4d",2412,20,48,60,28,4,2,8.29,19.9,24.88,11.61,1.66,0.83
"Pde7b",1497,17,26,31,16,2,1,11.36,17.37,20.71,10.69,1.34,0.67
"Pde8b",2598,26,33,50,23,3,1,10.01,12.7,19.25,8.85,1.15,0.38
"Pdgfra",3270,23,59,73,35,1,3,7.03,18.04,22.32,10.7,0.31,0.92
"Pdia3",1518,19,24,16,9,0,2,12.52,15.81,10.54,5.93,0,1.32
"Pds5a",3999,41,56,48,26,5,3,10.25,14,12,6.5,1.25,0.75
"Pds5b",4350,33,76,55,30,4,2,7.59,17.47,12.64,6.9,0.92,0.46
"Pdxdc1",2370,20,48,40,22,2,2,8.44,20.25,16.88,9.28,0.84,0.84
"Pdxk",939,4,17,21,12,2,0,4.26,18.1,22.36,12.78,2.13,0
"Pdzd2",8391,66,151,156,68,7,4,7.87,18,18.59,8.1,0.83,0.48
"Pdzd4",2319,13,55,32,15,2,2,5.61,23.72,13.8,6.47,0.86,0.86
"Pdzd8",3444,27,52,65,35,3,3,7.84,15.1,18.87,10.16,0.87,0.87
"Pdzrn3",3192,18,79,75,44,7,3,5.64,24.75,23.5,13.78,2.19,0.94
"Pea15a",393,0,11,9,5,0,1,0,27.99,22.9,12.72,0,2.54
"Pebp1",630,2,10,12,8,0,2,3.17,15.87,19.05,12.7,0,3.17
"Peg3",4716,23,78,77,44,7,2,4.88,16.54,16.33,9.33,1.48,0.42
"Penk",807,5,12,14,11,0,0,6.2,14.87,17.35,13.63,0,0
"Per1",3876,31,65,61,19,4,2,8,16.77,15.74,4.9,1.03,0.52
"Pex14",1131,10,26,23,15,1,3,8.84,22.99,20.34,13.26,0.88,2.65
"Pex19",900,7,18,12,7,0,1,7.78,20,13.33,7.78,0,1.11
"Pex5l",1953,21,44,29,11,1,2,10.75,22.53,14.85,5.63,0.51,1.02
"Pex6",2946,19,47,54,21,1,2,6.45,15.95,18.33,7.13,0.34,0.68
"Pfdn5",465,6,14,8,3,0,0,12.9,30.11,17.2,6.45,0,0
"Pfkl",2343,23,32,45,19,1,1,9.82,13.66,19.21,8.11,0.43,0.43
"Pgam1",765,6,16,16,9,2,1,7.84,20.92,20.92,11.76,2.61,1.31
"Pgbd5",1572,9,23,28,15,0,2,5.73,14.63,17.81,9.54,0,1.27
"Pgk1",1254,16,27,16,8,3,0,12.76,21.53,12.76,6.38,2.39,0
"Pgm2",1743,22,40,36,9,0,2,12.62,22.95,20.65,5.16,0,1.15
"Pgp",966,8,8,25,10,0,0,8.28,8.28,25.88,10.35,0,0
"Pgrmc1",588,7,7,20,9,0,0,11.9,11.9,34.01,15.31,0,0
"Pgrmc2",654,3,11,16,10,0,1,4.59,16.82,24.46,15.29,0,1.53
"Phactr1",1950,8,53,38,18,2,3,4.1,27.18,19.49,9.23,1.03,1.54
"Phactr3",1680,15,55,34,22,6,2,8.93,32.74,20.24,13.1,3.57,1.19
"Phax",1158,8,31,28,16,0,4,6.91,26.77,24.18,13.82,0,3.45
"Phc2",2553,15,29,42,18,2,1,5.88,11.36,16.45,7.05,0.78,0.39
"Phf23",1206,7,21,25,8,0,1,5.8,17.41,20.73,6.63,0,0.83
"Phf24",1203,10,25,22,14,3,1,8.31,20.78,18.29,11.64,2.49,0.83
"Phf3",6078,45,109,100,56,8,4,7.4,17.93,16.45,9.21,1.32,0.66
"Phgdh",1602,13,26,21,8,0,1,8.11,16.23,13.11,4.99,0,0.62
"Phldb1",4350,27,96,64,30,3,4,6.21,22.07,14.71,6.9,0.69,0.92
"Phlpp1",5064,50,79,81,42,4,2,9.87,15.6,16,8.29,0.79,0.39
"Phlpp2",4068,49,73,60,27,2,2,12.05,17.94,14.75,6.64,0.49,0.49
"Phrf1",5049,30,97,98,44,4,4,5.94,19.21,19.41,8.71,0.79,0.79
"Phtf1",2286,22,32,37,13,1,1,9.62,14,16.19,5.69,0.44,0.44
"Phyhip",993,11,20,21,6,0,0,11.08,20.14,21.15,6.04,0,0
"Pi4k2a",1440,12,16,28,9,1,1,8.33,11.11,19.44,6.25,0.69,0.69
"Pi4ka",6135,57,90,91,41,5,1,9.29,14.67,14.83,6.68,0.81,0.16
"Pi4kb",2487,15,41,35,23,2,1,6.03,16.49,14.07,9.25,0.8,0.4
"Pias2",1866,15,20,28,11,1,1,8.04,10.72,15.01,5.89,0.54,0.54
"Picalm",1983,21,33,25,12,2,0,10.59,16.64,12.61,6.05,1.01,0
"Pigq",1926,14,30,25,9,0,1,7.27,15.58,12.98,4.67,0,0.52
"Pik3ca",3207,35,45,52,30,4,2,10.91,14.03,16.21,9.35,1.25,0.62
"Pik3r2",2169,16,42,42,19,2,1,7.38,19.36,19.36,8.76,0.92,0.46
"Pikfyve",6294,57,124,98,54,6,2,9.06,19.7,15.57,8.58,0.95,0.32
"Pim3",981,12,18,24,12,1,0,12.23,18.35,24.46,12.23,1.02,0
"Pin1",498,3,10,5,2,1,3,6.02,20.08,10.04,4.02,2.01,6.02
"Pip4k2b",1251,12,24,23,11,1,1,9.59,19.18,18.39,8.79,0.8,0.8
"Pip4k2c",1266,11,18,14,4,0,2,8.69,14.22,11.06,3.16,0,1.58
"Pip5k1a",1644,15,21,26,8,0,0,9.12,12.77,15.82,4.87,0,0
"Pip5k1c",2064,13,33,37,20,1,2,6.3,15.99,17.93,9.69,0.48,0.97
"Pithd1",636,5,7,15,5,0,0,7.86,11.01,23.58,7.86,0,0
"Pitpna",819,11,19,16,9,0,1,13.43,23.2,19.54,10.99,0,1.22
"Pitpnc1",930,6,7,16,10,2,0,6.45,7.53,17.2,10.75,2.15,0
"Pitpnm1",3732,35,50,55,24,2,1,9.38,13.4,14.74,6.43,0.54,0.27
"Pitpnm2",4008,22,59,79,43,1,2,5.49,14.72,19.71,10.73,0.25,0.5
"Pja1",1737,11,38,21,10,0,3,6.33,21.88,12.09,5.76,0,1.73
"Pkm",1596,9,36,27,9,0,1,5.64,22.56,16.92,5.64,0,0.63
"Pkm.1",1596,8,36,27,9,0,1,5.01,22.56,16.92,5.64,0,0.63
"Pkn2",2952,29,46,50,26,4,1,9.82,15.58,16.94,8.81,1.36,0.34
"Pkp4",3573,30,58,77,27,1,0,8.4,16.23,21.55,7.56,0.28,0
"Pla2g7",1323,14,25,25,13,1,1,10.58,18.9,18.9,9.83,0.76,0.76
"Plcl1",3291,23,47,39,15,1,1,6.99,14.28,11.85,4.56,0.3,0.3
"Plcl2",3387,30,56,49,25,2,3,8.86,16.53,14.47,7.38,0.59,0.89
"Pld3",1467,15,18,25,12,0,1,10.22,12.27,17.04,8.18,0,0.68
"Plekha1",1152,14,20,18,12,0,0,12.15,17.36,15.62,10.42,0,0
"Plekhb1",732,4,16,14,7,0,2,5.46,21.86,19.13,9.56,0,2.73
"Plekhb2",666,5,9,14,7,0,0,7.51,13.51,21.02,10.51,0,0
"Plekhm2",3102,29,62,70,27,1,2,9.35,19.99,22.57,8.7,0.32,0.64
"Plk2",2049,20,25,43,22,1,1,9.76,12.2,20.99,10.74,0.49,0.49
"Plp1",834,8,10,11,3,1,0,9.59,11.99,13.19,3.6,1.2,0
"Plpp3",939,5,11,15,8,3,1,5.32,11.71,15.97,8.52,3.19,1.06
"Plppr4",2301,13,37,29,10,0,1,5.65,16.08,12.6,4.35,0,0.43
"Plrg1",1542,14,30,27,14,2,1,9.08,19.46,17.51,9.08,1.3,0.65
"Pls3",1920,21,29,30,14,3,0,10.94,15.1,15.62,7.29,1.56,0
"Plxdc2",1593,13,30,30,18,1,1,8.16,18.83,18.83,11.3,0.63,0.63
"Plxna1",5685,44,77,107,51,8,2,7.74,13.54,18.82,8.97,1.41,0.35
"Plxna2",5685,57,84,113,45,8,2,10.03,14.78,19.88,7.92,1.41,0.35
"Plxnb1",6360,62,99,111,37,1,2,9.75,15.57,17.45,5.82,0.16,0.31
"Plxnc1",4725,50,72,76,35,3,3,10.58,15.24,16.08,7.41,0.63,0.63
"Plxnd1",5778,44,78,107,52,5,0,7.62,13.5,18.52,9,0.87,0
"Pmm1",789,9,15,23,12,1,1,11.41,19.01,29.15,15.21,1.27,1.27
"Pnck",1032,7,17,17,7,0,0,6.78,16.47,16.47,6.78,0,0
"Pnkd",1275,8,24,22,10,1,1,6.27,18.82,17.25,7.84,0.78,0.78
"Pnma2",1098,9,23,15,10,0,1,8.2,20.95,13.66,9.11,0,0.91
"Pnmal1",1293,6,31,15,6,0,1,4.64,23.98,11.6,4.64,0,0.77
"Pnmal2",1986,9,40,37,22,0,2,4.53,20.14,18.63,11.08,0,1.01
"Podxl2",1812,15,53,34,11,1,1,8.28,29.25,18.76,6.07,0.55,0.55
"Pogk",1881,20,34,38,17,0,2,10.63,18.08,20.2,9.04,0,1.06
"Poldip3",1263,9,20,22,12,0,1,7.13,15.84,17.42,9.5,0,0.79
"Polr1d",402,1,13,9,4,0,1,2.49,32.34,22.39,9.95,0,2.49
"Polr2b",3525,19,54,54,33,3,2,5.39,15.32,15.32,9.36,0.85,0.57
"Polr2c",1320,10,15,22,9,1,0,7.58,11.36,16.67,6.82,0.76,0
"Polr2e",633,6,16,20,10,1,1,9.48,25.28,31.6,15.8,1.58,1.58
"Polr2m",1101,13,6,20,8,1,0,11.81,5.45,18.17,7.27,0.91,0
"Polr3e",2133,15,35,34,19,2,1,7.03,16.41,15.94,8.91,0.94,0.47
"Polr3h",615,3,18,11,7,0,1,4.88,29.27,17.89,11.38,0,1.63
"Pomgnt1",1983,16,48,35,18,1,2,8.07,24.21,17.65,9.08,0.5,1.01
"Pomk",1050,9,15,19,11,0,1,8.57,14.29,18.1,10.48,0,0.95
"Pomp",426,5,7,3,2,1,0,11.74,16.43,7.04,4.69,2.35,0
"Pou3f3",1494,5,14,29,17,1,1,3.35,9.37,19.41,11.38,0.67,0.67
"Pou6f1",1731,13,24,32,16,1,1,7.51,13.86,18.49,9.24,0.58,0.58
"Ppa1",870,7,14,16,9,2,1,8.05,16.09,18.39,10.34,2.3,1.15
"Ppargc1a",2394,23,28,58,26,1,2,9.61,11.7,24.23,10.86,0.42,0.84
"Ppia",495,8,10,10,5,0,0,16.16,20.2,20.2,10.1,0,0
"Ppib",651,6,17,13,5,1,1,9.22,26.11,19.97,7.68,1.54,1.54
"Ppm1a",1149,13,18,18,9,2,0,11.31,15.67,15.67,7.83,1.74,0
"Ppm1e",2250,17,53,38,19,0,1,7.56,23.56,16.89,8.44,0,0.44
"Ppm1f",1359,11,30,24,10,2,2,8.09,22.08,17.66,7.36,1.47,1.47
"Ppme1",1161,8,32,10,5,1,3,6.89,27.56,8.61,4.31,0.86,2.58
"Ppp1ca",993,8,11,19,9,1,0,8.06,11.08,19.13,9.06,1.01,0
"Ppp1r12c",2349,9,51,32,14,1,2,3.83,21.71,13.62,5.96,0.43,0.85
"Ppp1r13b",3264,25,59,38,16,4,3,7.66,18.08,11.64,4.9,1.23,0.92
"Ppp1r15b",2094,17,42,34,8,2,2,8.12,20.06,16.24,3.82,0.96,0.96
"Ppp1r16a",1575,12,30,32,17,2,1,7.62,19.05,20.32,10.79,1.27,0.63
"Ppp1r16b",1707,13,48,30,13,0,1,7.62,28.12,17.57,7.62,0,0.59
"Ppp1r1a",516,4,9,10,5,1,0,7.75,17.44,19.38,9.69,1.94,0
"Ppp1r1b",585,4,22,10,3,1,1,6.84,37.61,17.09,5.13,1.71,1.71
"Ppp1r2",621,2,10,16,7,0,0,3.22,16.1,25.76,11.27,0,0
"Ppp1r21",2343,17,43,41,23,2,2,7.26,18.35,17.5,9.82,0.85,0.85
"Ppp1r26",3492,17,67,74,39,4,3,4.87,19.19,21.19,11.17,1.15,0.86
"Ppp1r37",2139,19,44,46,20,5,2,8.88,20.57,21.51,9.35,2.34,0.94
"Ppp1r3c",954,11,12,22,9,1,0,11.53,12.58,23.06,9.43,1.05,0
"Ppp1r9b",2454,13,74,46,24,4,3,5.3,30.15,18.74,9.78,1.63,1.22
"Ppp2ca",930,9,15,18,9,0,0,9.68,16.13,19.35,9.68,0,0
"Ppp2cb",930,9,19,18,8,2,0,9.68,20.43,19.35,8.6,2.15,0
"Ppp2r1a",1770,14,29,31,16,5,1,7.91,16.38,17.51,9.04,2.82,0.56
"Ppp2r2b",1341,10,14,27,12,4,0,7.46,10.44,20.13,8.95,2.98,0
"Ppp2r2c",1344,11,19,37,22,5,0,8.18,14.14,27.53,16.37,3.72,0
"Ppp2r2d",1362,9,19,28,16,2,0,6.61,13.95,20.56,11.75,1.47,0
"Ppp2r5a",1461,16,16,15,7,0,0,10.95,10.95,10.27,4.79,0,0
"Ppp2r5b",1494,14,28,18,7,1,1,9.37,18.74,12.05,4.69,0.67,0.67
"Ppp2r5c",1575,13,22,19,11,0,1,8.25,13.97,12.06,6.98,0,0.63
"Ppp2r5d",1785,15,38,31,13,0,1,8.4,21.29,17.37,7.28,0,0.56
"Ppp2r5e",1404,12,21,16,9,0,0,8.55,14.96,11.4,6.41,0,0
"Ppp4r4",2628,28,38,36,20,2,0,10.65,14.46,13.7,7.61,0.76,0
"Ppp5c",1500,9,15,33,17,2,0,6,10,22,11.33,1.33,0
"Ppp6r1",2571,19,69,47,19,1,2,7.39,26.84,18.28,7.39,0.39,0.78
"Ppp6r2",2772,19,76,60,28,5,2,6.85,27.42,21.65,10.1,1.8,0.72
"Ppt1",921,5,20,13,4,0,0,5.43,21.72,14.12,4.34,0,0
"Prdm2",5130,47,61,69,31,3,3,9.16,11.89,13.45,6.04,0.58,0.58
"Prdx1",600,6,11,6,3,0,1,10,18.33,10,5,0,1.67
"Prex1",4953,34,102,90,39,3,1,6.86,20.59,18.17,7.87,0.61,0.2
"Prex2",4797,47,81,67,43,8,1,9.8,16.89,13.97,8.96,1.67,0.21
"Prickle1",2499,18,38,45,23,0,0,7.2,15.21,18.01,9.2,0,0
"Prickle2",2706,20,55,50,24,2,4,7.39,20.33,18.48,8.87,0.74,1.48
"Prkaca",1056,12,17,22,6,1,1,11.36,16.1,20.83,5.68,0.95,0.95
"Prkacb",1197,10,20,17,8,1,0,8.35,16.71,14.2,6.68,0.84,0
"Prkar1b",1146,10,22,21,7,0,2,8.73,19.2,18.32,6.11,0,1.75
"Prkar2a",1209,9,25,23,13,0,1,7.44,20.68,19.02,10.75,0,0.83
"Prkar2b",1251,8,27,15,7,1,1,6.39,21.58,11.99,5.6,0.8,0.8
"Prkce",2214,25,36,44,18,0,2,11.29,16.26,19.87,8.13,0,0.9
"Prkcg",2094,25,29,43,14,1,1,11.94,13.85,20.53,6.69,0.48,0.48
"Prkcsh",1587,14,43,30,15,2,1,8.82,27.1,18.9,9.45,1.26,0.63
"Prkcz",1779,17,36,46,23,2,1,9.56,20.24,25.86,12.93,1.12,0.56
"Prkrir",2277,20,31,36,21,1,2,8.78,13.61,15.81,9.22,0.44,0.88
"Prmt2",1428,11,36,34,17,2,0,7.7,25.21,23.81,11.9,1.4,0
"Prmt7",2079,29,39,40,20,2,1,13.95,18.76,19.24,9.62,0.96,0.48
"Prmt8",1185,11,24,29,15,1,2,9.28,20.25,24.47,12.66,0.84,1.69
"Prpf19",1572,18,22,25,13,4,0,11.45,13.99,15.9,8.27,2.54,0
"Prpf8",7008,67,117,123,63,6,2,9.56,16.7,17.55,8.99,0.86,0.29
"Prps1",957,9,21,16,8,1,1,9.4,21.94,16.72,8.36,1.04,1.04
"Prr14l",5916,65,92,88,29,2,2,10.99,15.55,14.87,4.9,0.34,0.34
"Prrc2b",6693,37,124,106,53,12,4,5.53,18.53,15.84,7.92,1.79,0.6
"Prrt3",2919,16,33,40,15,3,1,5.48,11.31,13.7,5.14,1.03,0.34
"Psap",1674,16,36,27,8,0,1,9.56,21.51,16.13,4.78,0,0.6
"Psap.1",1674,16,36,27,8,0,1,9.56,21.51,16.13,4.78,0,0.6
"Psat1",1113,6,20,16,7,1,1,5.39,17.97,14.38,6.29,0.9,0.9
"Psd",3078,16,50,53,17,1,4,5.2,16.24,17.22,5.52,0.32,1.3
"Psd2",2316,17,45,49,22,4,1,7.34,19.43,21.16,9.5,1.73,0.43
"Psma1",792,10,16,11,4,0,0,12.63,20.2,13.89,5.05,0,0
"Psma2",705,6,11,5,2,0,0,8.51,15.6,7.09,2.84,0,0
"Psma5",726,5,18,11,5,1,1,6.89,24.79,15.15,6.89,1.38,1.38
"Psma6",741,10,12,15,8,1,1,13.5,16.19,20.24,10.8,1.35,1.35
"Psma7",747,6,13,12,4,0,1,8.03,17.4,16.06,5.35,0,1.34
"Psmb1",723,8,11,15,10,1,0,11.07,15.21,20.75,13.83,1.38,0
"Psmb3",618,7,7,18,8,2,0,11.33,11.33,29.13,12.94,3.24,0
"Psmb4",795,8,8,17,9,1,0,10.06,10.06,21.38,11.32,1.26,0
"Psmb5",795,3,10,8,4,1,0,3.77,12.58,10.06,5.03,1.26,0
"Psmb6",717,6,9,14,6,1,1,8.37,12.55,19.53,8.37,1.39,1.39
"Psmb7",834,12,14,13,7,0,2,14.39,16.79,15.59,8.39,0,2.4
"Psmc1",1323,13,30,21,10,3,1,9.83,22.68,15.87,7.56,2.27,0.76
"Psmc2",1428,14,21,26,18,2,1,9.8,14.71,18.21,12.61,1.4,0.7
"Psmc3",1356,7,33,32,15,1,2,5.16,24.34,23.6,11.06,0.74,1.47
"Psmc4",1257,5,38,23,10,2,2,3.98,30.23,18.3,7.96,1.59,1.59
"Psmc5",1221,9,28,19,9,2,1,7.37,22.93,15.56,7.37,1.64,0.82
"Psmd1",2862,24,56,37,16,2,3,8.39,19.57,12.93,5.59,0.7,1.05
"Psmd12",1371,12,27,25,10,3,0,8.75,19.69,18.23,7.29,2.19,0
"Psmd13",1131,15,22,21,12,1,0,13.26,19.45,18.57,10.61,0.88,0
"Psmd14",933,12,25,15,7,0,2,12.86,26.8,16.08,7.5,0,2.14
"Psmd3",1593,4,25,33,21,5,1,2.51,15.69,20.72,13.18,3.14,0.63
"Psmd4",1140,13,26,24,11,1,1,11.4,22.81,21.05,9.65,0.88,0.88
"Psmd5",1515,13,25,28,11,1,0,8.58,16.5,18.48,7.26,0.66,0
"Psmd6",1170,12,23,24,8,2,2,10.26,19.66,20.51,6.84,1.71,1.71
"Psmd8",1062,6,11,14,8,0,0,5.65,10.36,13.18,7.53,0,0
"Ptch1",4305,40,62,88,35,5,3,9.29,14.4,20.44,8.13,1.16,0.7
"Ptdss1",1422,10,19,21,12,1,0,7.03,13.36,14.77,8.44,0.7,0
"Pten",1212,15,18,26,13,3,1,12.38,14.85,21.45,10.73,2.48,0.83
"Ptgds",570,3,9,11,7,1,1,5.26,15.79,19.3,12.28,1.75,1.75
"Ptges3",483,5,11,9,4,0,0,10.35,22.77,18.63,8.28,0,0
"Ptgfrn",2640,28,49,57,26,4,2,10.61,18.56,21.59,9.85,1.52,0.76
"Ptk2b",3030,20,61,59,21,6,1,6.6,20.13,19.47,6.93,1.98,0.33
"Ptma",435,3,14,5,2,0,2,6.9,32.18,11.49,4.6,0,4.6
"Ptms",306,2,21,4,2,1,1,6.54,68.63,13.07,6.54,3.27,3.27
"Ptn",507,8,9,8,1,0,0,15.78,17.75,15.78,1.97,0,0
"Ptp4a2",504,4,7,4,2,0,0,7.94,13.89,7.94,3.97,0,0
"Ptpa",972,8,16,14,3,0,0,8.23,16.46,14.4,3.09,0,0
"Ptpn1",1299,14,33,25,12,2,1,10.78,25.4,19.25,9.24,1.54,0.77
"Ptpn5",1626,14,27,36,13,2,1,8.61,16.61,22.14,8,1.23,0.62
"Ptpra",2490,25,45,38,20,4,1,10.04,18.07,15.26,8.03,1.61,0.4
"Ptprf",5697,28,80,110,51,3,1,4.91,14.04,19.31,8.95,0.53,0.18
"Ptprg",4329,37,86,83,41,4,3,8.55,19.87,19.17,9.47,0.92,0.69
"Ptprj",4053,31,51,79,36,0,2,7.65,12.58,19.49,8.88,0,0.49
"Ptprk",4374,46,69,70,28,2,1,10.52,15.78,16,6.4,0.46,0.23
"Ptprn",2946,22,47,50,20,5,2,7.47,15.95,16.97,6.79,1.7,0.68
"Ptprn2",3006,22,59,65,20,1,1,7.32,19.63,21.62,6.65,0.33,0.33
"Ptpro",3681,37,56,69,32,3,2,10.05,15.21,18.74,8.69,0.81,0.54
"Ptprs",5724,39,77,122,56,1,1,6.81,13.45,21.31,9.78,0.17,0.17
"Ptprt",4368,35,71,79,37,1,1,8.01,16.25,18.09,8.47,0.23,0.23
"Puf60",1695,6,34,25,13,1,1,3.54,20.06,14.75,7.67,0.59,0.59
"Pum1",3570,18,63,51,20,2,1,5.04,17.65,14.29,5.6,0.56,0.28
"Pum2",3201,28,55,33,12,2,2,8.75,17.18,10.31,3.75,0.62,0.62
"Pygb",2532,23,53,52,22,2,2,9.08,20.93,20.54,8.69,0.79,0.79
"Qk",1026,10,11,15,8,1,1,9.75,10.72,14.62,7.8,0.97,0.97
"Qrich1",2334,24,19,34,15,1,1,10.28,8.14,14.57,6.43,0.43,0.43
"R3hdm4",789,2,20,15,6,0,0,2.53,25.35,19.01,7.6,0,0
"Rab11b",657,5,9,15,8,0,0,7.61,13.7,22.83,12.18,0,0
"Rab11fip2",1590,12,28,27,15,2,2,7.55,17.61,16.98,9.43,1.26,1.26
"Rab11fip3",3279,21,107,69,42,4,3,6.4,32.63,21.04,12.81,1.22,0.91
"Rab12",876,6,12,19,12,1,0,6.85,13.7,21.69,13.7,1.14,0
"Rab15",639,4,10,14,8,0,2,6.26,15.65,21.91,12.52,0,3.13
"Rab1b",606,4,9,14,8,1,0,6.6,14.85,23.1,13.2,1.65,0
"Rab22a",585,5,4,9,5,1,0,8.55,6.84,15.38,8.55,1.71,0
"Rab28",666,6,15,12,6,1,1,9.01,22.52,18.02,9.01,1.5,1.5
"Rab31",588,2,14,8,4,0,0,3.4,23.81,13.61,6.8,0,0
"Rab3a",663,5,9,17,8,1,0,7.54,13.57,25.64,12.07,1.51,0
"Rab40b",840,7,11,12,8,2,0,8.33,13.1,14.29,9.52,2.38,0
"Rab5a",648,9,10,9,5,0,0,13.89,15.43,13.89,7.72,0,0
"Rab5b",648,4,9,9,5,0,0,6.17,13.89,13.89,7.72,0,0
"Rab5c",705,3,10,10,5,0,1,4.26,14.18,14.18,7.09,0,1.42
"Rab6a",627,5,16,9,6,0,0,7.97,25.52,14.35,9.57,0,0
"Rab6a.1",627,5,16,10,7,0,0,7.97,25.52,15.95,11.16,0,0
"Rab6b",627,7,9,19,12,1,1,11.16,14.35,30.3,19.14,1.59,1.59
"Rab7",624,8,12,18,8,2,1,12.82,19.23,28.85,12.82,3.21,1.6
"Rabac1",681,1,9,8,1,0,0,1.47,13.22,11.75,1.47,0,0
"Rabgap1",3195,41,62,52,25,7,2,12.83,19.41,16.28,7.82,2.19,0.63
"Rabl6",2178,12,47,45,23,4,2,5.51,21.58,20.66,10.56,1.84,0.92
"Rac1",636,1,9,18,14,2,0,1.57,14.15,28.3,22.01,3.14,0
"Rack1",954,9,10,19,8,3,0,9.43,10.48,19.92,8.39,3.14,0
"Rad21",1908,15,49,30,16,2,2,7.86,25.68,15.72,8.39,1.05,1.05
"Rad23b",1251,12,18,16,9,1,1,9.59,14.39,12.79,7.19,0.8,0.8
"Raf1",1947,17,30,31,15,1,1,8.73,15.41,15.92,7.7,0.51,0.51
"Rai1",5670,46,82,91,34,7,3,8.11,14.46,16.05,6,1.23,0.53
"Ralbp1",1947,10,49,36,17,3,3,5.14,25.17,18.49,8.73,1.54,1.54
"Ralgapa1",6108,77,79,88,42,7,2,12.61,12.93,14.41,6.88,1.15,0.33
"Ralgapb",4524,48,63,59,28,4,2,10.61,13.93,13.04,6.19,0.88,0.44
"Ralgds",2724,21,50,42,17,3,2,7.71,18.36,15.42,6.24,1.1,0.73
"Raly",939,4,17,16,6,0,1,4.26,18.1,17.04,6.39,0,1.06
"Ralyl",882,3,13,12,4,0,1,3.4,14.74,13.61,4.54,0,1.13
"Ramp1",447,7,6,10,2,0,0,15.66,13.42,22.37,4.47,0,0
"Ran",651,6,9,11,7,1,0,9.22,13.82,16.9,10.75,1.54,0
"Ranbp3",1476,8,26,27,17,0,2,5.42,17.62,18.29,11.52,0,1.36
"Ranbp6",3318,42,47,47,18,1,2,12.66,14.17,14.17,5.42,0.3,0.6
"Rangap1",1770,12,43,30,13,3,3,6.78,24.29,16.95,7.34,1.69,1.69
"Rap1gap2",2277,14,44,33,16,4,1,6.15,19.32,14.49,7.03,1.76,0.44
"Rap1gds1",1824,17,27,24,15,1,1,9.32,14.8,13.16,8.22,0.55,0.55
"Rap2a",552,2,10,13,3,0,0,3.62,18.12,23.55,5.43,0,0
"Rap2b",552,3,12,11,4,0,0,5.43,21.74,19.93,7.25,0,0
"Rapgef1",3675,23,52,71,37,3,1,6.26,14.15,19.32,10.07,0.82,0.27
"Rapgef2",4935,46,88,98,44,4,5,9.32,17.83,19.86,8.92,0.81,1.01
"Rapgef4",3036,31,57,51,29,3,2,10.21,18.77,16.8,9.55,0.99,0.66
"Rapgef5",2445,27,35,32,15,2,0,11.04,14.31,13.09,6.13,0.82,0
"Rapgefl1",1989,14,38,34,17,0,1,7.04,19.11,17.09,8.55,0,0.5
"Rasa1",3117,30,40,39,21,2,0,9.62,12.83,12.51,6.74,0.64,0
"Rasa3",2505,26,42,59,29,3,3,10.38,16.77,23.55,11.58,1.2,1.2
"Rasal1",2400,20,60,55,20,1,1,8.33,25,22.92,8.33,0.42,0.42
